"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-NRAP|NRAP",4449.72398563318,1.68315339619026,0.458649021259822,3.66980701619499,0.000242733649498312,0.00669540316532844
"gene-CNOT6L|CNOT6L",79.3302999796459,1.46547313022687,0.40185033775548,3.64681323502728,0.000265512762308136,0.00712578845870213
"gene-CHD7|CHD7",274.218061645117,0.756689717268322,0.210696327509832,3.59137592103029,0.000328936772468984,0.00859563723846582
"gene-SLC25A4|SLC25A4",761.832287110242,1.45205535101918,0.406590999986054,3.57129240703553,0.000355224041244633,0.00904455058861334
"gene-IRF2BPL|IRF2BPL",77.9882306137983,-1.61291319420617,0.452747115629554,-3.56250352244295,0.000367334978128097,0.00911909083203001
"gene-ZMYND8|ZMYND8",56.9356734726695,-1.74838015171999,0.493744086005331,-3.5410655059494,0.000398514624938583,0.00965182981863447
"gene-NR2F2|NR2F2",50.9163960632811,-1.26669455358398,0.361538364721939,-3.50362417155425,0.000458972617340053,0.0108514240242541
"gene-EPRS1|EPRS1",78.0990767689252,1.15150192253078,0.331581206847608,3.4727599114506,0.000515135952604463,0.0118960465334007
"gene-RHOA|RHOA",637.74295599829,1.17161046192578,0.341124903898988,3.43454977497835,0.000593539055888054,0.0133950973294736
"gene-CCDC47|CCDC47",594.781029298219,0.900893015263025,0.262774493728983,3.42838835869732,0.000607176205509994,0.0133983549349205
"gene-TCF7L2|TCF7L2",158.581176032434,-0.997958059997099,0.291708877082473,-3.42107538851123,0.000623740395566137,0.0134646567999386
"gene-HNRNPH1|HNRNPH1",1821.71992182169,0.409889497434519,0.120822118437038,3.39250381252102,0.000692569682069667,0.0146323764743655
"gene-SRSF3|SRSF3",313.083999281873,0.908885832055801,0.268796752200275,3.38131255164352,0.000721404345282809,0.0149240523930381
"gene-PDE7B|PDE7B",202.006874197024,1.42253868151636,0.422061551125418,3.37045314296741,0.000750446673928297,0.0152080315757306
"gene-CSNK1A1|CSNK1A1",2245.11949987336,0.510547019082455,0.151926469314896,3.36048761867986,0.000778050179532299,0.0154520765655115
"gene-COL3A1|COL3A1",37.1615259566277,3.28033198057171,0.983268404178917,3.33615111258555,0.000849469765170353,0.0163758396488397
"gene-LOC128423415|LOC128423415",720.608472738359,-0.397303943491787,0.119184525252064,-3.33351953746955,0.000857546487149711,0.0163758396488397
"gene-UBE2E3|UBE2E3",144.204292332191,-0.737375527632242,0.223195257608855,-3.3037239927583,0.000954097156726554,0.0171481858991534
"gene-ADGRL2|ADGRL2",110.58694511395,-1.18896699678353,0.360238441888517,-3.30050005366023,0.000965126951676199,0.0171481858991534
"gene-SRRM1|SRRM1",539.416059822012,-0.640124603213293,0.193980898996614,-3.29993626446934,0.000967067885551452,0.0171481858991534
"gene-ZMYND11|ZMYND11",32.6734720228147,-1.76065488740675,0.533221900782436,-3.30191780349458,0.000960262054639538,0.0171481858991534
"gene-SIK2|SIK2",49.7208419056906,0.902286717055596,0.2741654451835,3.29103004374491,0.000998212517309804,0.017389912801555
"gene-LRRFIP2|LRRFIP2",141.644439756722,2.62875363880711,0.806858469483077,3.25801083861864,0.00112196121024118,0.0192087496856809
"gene-TOB1|TOB1",5522.15490226925,0.983599342754055,0.303836895501891,3.23726103483681,0.00120682965862923,0.0199181022008221
"gene-QKI|QKI",2931.55279523534,0.436150197977334,0.134883833270047,3.23352463674523,0.00122272789372792,0.0199181022008221
"gene-FLNC|FLNC",491.005716494895,7.12942093812528,2.2049790749308,3.2333281613337,0.00122356921878162,0.0199181022008221
"gene-KIAA0232|KIAA0232",330.539806892257,0.744617051869112,0.231569102349309,3.21552851531073,0.00130204558308416,0.0208537300645576
"gene-EBF1|EBF1",40.9204243074696,-1.27208231299556,0.398730922660879,-3.19032771400445,0.00142111545101009,0.0223994863944923
"gene-SMG7|SMG7",118.765894848099,0.871378203124936,0.273802101439821,3.18251101267189,0.0014600396325426,0.0226534274236687
"gene-LOC128423026|LOC128423026",130.348701010263,-0.985932951828714,0.310894948976967,-3.17127362497536,0.00151772109059837,0.0231861083532951
"gene-ATF5|ATF5",138.651128945622,1.95363066347477,0.619148506148258,3.15535068578032,0.00160305295655813,0.0241186603918518
"gene-GRIA3|GRIA3",63.7079935692201,-1.48903786453779,0.478788948331076,-3.11000884570991,0.00187081741208202,0.027727189405932
"gene-AMD1|AMD1",717.103403016541,1.16878690967491,0.380760052965479,3.06961536687482,0.00214334607694547,0.0312991566824537
"gene-ARX|ARX",375.893420372363,-0.550495968814561,0.180778851175556,-3.04513478891383,0.00232576051656424,0.0334707274340331
"gene-USP22|USP22",343.948459215255,-0.555475435126929,0.183045912952734,-3.03462353333375,0.00240836102611653,0.0341643214133388
"gene-TNRC6C|TNRC6C",776.265295404813,-1.27455693793043,0.423711297922377,-3.00807871817459,0.00262905029444065,0.0367696752447826
"gene-TSPAN7|TSPAN7",732.431512229988,-0.5673392878217,0.189082913951174,-3.00047886911771,0.00269555456016139,0.0371761899755592
"gene-NFIA|NFIA",286.952857481886,-0.897764990989626,0.299679054142632,-2.99575488703437,0.00273766396265204,0.0372397303412805
"gene-LRRFIP1|LRRFIP1",283.138421631232,-0.616640935381193,0.20617917393153,-2.99080127067525,0.00278246508194485,0.0373376733293411
"gene-STAG1|STAG1",128.296003542247,-0.45014397804147,0.152048246087107,-2.96053384123608,0.0030710638023456,0.0406608847430557
"gene-B4GALT5|B4GALT5",45.9757827227832,0.936895095599752,0.317580416252246,2.9501034939623,0.0031766749926378,0.0415057666801228
"gene-SETD3|SETD3",275.005575643766,-0.552848624660089,0.190138249166809,-2.90761394449926,0.00364197636937867,0.0469673056466626
"gene-PTEN|PTEN",213.119967253773,0.636156390405915,0.222062279684262,2.86476564732395,0.00417317960504757,0.0531277865104133
"gene-ANKRD28|ANKRD28",106.296690020156,-0.710038164843413,0.249019538002301,-2.85133516245159,0.00435360526859216,0.05472316495838
"gene-EIF1B|EIF1B",3258.13796050612,0.527520899784489,0.186977143012867,2.82131222717521,0.00478276278773192,0.0593660431027224
"gene-FBRS|FBRS",140.678680134491,-0.618407944952565,0.22023639752507,-2.80792798966015,0.00498613749469116,0.0611263522497324
"gene-YWHAZ|YWHAZ",699.710911323371,1.091774124373,0.389712423529665,2.8014865794749,0.00508677568490357,0.0615996128671859
"gene-UBC|UBC",886.224703450441,0.969446250349589,0.347579367499149,2.78913635560362,0.0052848809079835,0.0632275511039472
"gene-ZMYM2|ZMYM2",56.7242828977247,-0.885658581291387,0.319262992241129,-2.77407216876073,0.00553593958573603,0.0647742348572325
"gene-HUWE1|HUWE1",281.024834318081,0.485313225249494,0.174978303434686,2.77356229728588,0.00554462231909845,0.0647742348572325
"gene-NAA60|NAA60",51.0575116423818,0.77249539048046,0.28475199941008,2.71287082120876,0.00667031035914986,0.0770188161236722
"gene-CALM1|CALM1",1389.16595120716,-0.730434268675938,0.270660686137816,-2.69870840534267,0.00696091383846924,0.0794504303632178
"gene-RAB12|RAB12",1870.31835092761,-0.55356349195704,0.205935470516288,-2.68804344666432,0.00718720445892581,0.0801898205361048
"gene-NUDT4|NUDT4",1014.17634561891,0.939728296370629,0.349236990199426,2.69080401773596,0.00712800552887918,0.0801898205361048
"gene-HIPK2|HIPK2",159.308937297735,0.880600266153855,0.32910177538453,2.67576881080311,0.00745580560961751,0.0822623885594465
"gene-COL1A1|COL1A1",66.4523085366819,2.87492670968577,1.08117424845379,2.65907804759248,0.007835480940904,0.0855014568606338
"gene-DDX3X|DDX3X",17872.5563101279,0.430258524423245,0.162065158013138,2.65484901071929,0.00793439141330119,0.0856396812326965
"gene-DDX17|DDX17",61.399365985399,0.881781844996953,0.333861524497969,2.6411604221927,0.00826225869751512,0.0882196009315324
"gene-ENAH|ENAH",273.019198295273,1.37372694812046,0.521912419301858,2.63210243197133,0.0084858274306782,0.0896428365815261
"gene-CASK|CASK",184.011846228422,-0.511403821107082,0.194591349022411,-2.62809124699672,0.00858654798601475,0.0897520226327647
"gene-AP3B1|AP3B1",89.8995391752826,-0.658294196536497,0.25093623107294,-2.62335252953229,0.00870691292019553,0.0900621305182725
"gene-MEF2C|MEF2C",4968.22144234045,-0.508450151875422,0.195489080631145,-2.60091331052286,0.00929759454822912,0.0951805297566135
"gene-HOXC10|HOXC10",335.255123794658,-0.825963561409201,0.319548186595852,-2.58478563188918,0.00974395585203849,0.0964622141359973
"gene-LRRC8B|LRRC8B",78.2366665755621,1.20491383427486,0.466300205632011,2.58398735347276,0.00976653754327621,0.0964622141359973
"gene-CTTNBP2|CTTNBP2",154.692916111003,-1.01362650116462,0.392512205260199,-2.58240759798203,0.00981136316992521,0.0964622141359973
"gene-NFE2L3|NFE2L3",1899.27805785388,-0.733935844591957,0.2833810914326,-2.58992525182831,0.00959967738406336,0.0964622141359973
"gene-ARF1|ARF1",719.332267240428,0.499808338015414,0.194489806553536,2.56984336028857,0.0101744508170718,0.0988472399078376
"gene-KLF6|KLF6",159.982140145824,1.08018754110656,0.42076868686162,2.5671766337066,0.0102530369692923,0.0988472399078376
"gene-PAIP2|PAIP2",761.085067040315,-0.330622988559141,0.129023428524061,-2.56250351072855,0.0103920536991112,0.0992241281078598
"gene-MATR3|MATR3",210.638445944963,0.372911080210107,0.145913401768022,2.55570136595797,0.0105974024893232,0.100221149256171
"gene-DDX6|DDX6",248.875760171465,0.819416318503845,0.321709360269496,2.54707018103987,0.0108631583694468,0.101765247743968
"gene-YWHAQ|YWHAQ",237.208310564015,0.567085321305172,0.223591311355137,2.53625830927058,0.0112044054260187,0.102593991998748
"gene-ING3|ING3",74.7564681501889,0.539791137887363,0.212775764426539,2.53690141516905,0.0111838443567326,0.102593991998748
"gene-APLP2|APLP2",110.613795308286,-0.667901591814034,0.263526539874011,-2.53447562485869,0.0112615761609905,0.102593991998748
"gene-HNRNPA3|HNRNPA3",763.488422573578,-0.383656187411213,0.151803569233776,-2.5273199394962,0.0114936744318264,0.103756533734579
"gene-RBM15|RBM15",68.9092634191137,0.913665720802758,0.36455510541773,2.50624859513577,0.0122019796580328,0.109158250454294
"gene-PDCD10|PDCD10",504.718099678549,0.340667896985894,0.136194055277086,2.50134189992953,0.012372367034902,0.109694289871944
"gene-IRF2BP2|IRF2BP2",82.0917291254048,-1.01357832118083,0.407072155496389,-2.48992299643994,0.0127770774776683,0.112279981728537
"gene-EMC2|EMC2",80.7800339773435,0.710722594355726,0.285889963451713,2.48600050793937,0.0129187781210718,0.112529356791441
"gene-RBBP6|RBBP6",196.484015802633,0.358398122262893,0.144553068606889,2.47935326255545,0.0131620874799936,0.11365176406638
"gene-EIF4G2|EIF4G2",26662.505963912,0.521677460366991,0.211716143285067,2.46404195859819,0.0137380028200735,0.117602041382181
"gene-WAC|WAC",1121.43250187482,-0.460417349092985,0.189760625406775,-2.42630602690113,0.0152534019081222,0.128361255040384
"gene-MAPK6|MAPK6",2223.71192430783,0.627764217199557,0.258545900633983,2.42805712896708,0.015179951923972,0.128361255040384
"gene-YBX1|YBX1",8104.05525782145,-0.424124355567242,0.175797870891654,-2.4125682149395,0.0158405729323513,0.132182259847268
"gene-CSTF3|CSTF3",113.140806387611,0.574286555538155,0.239256767894211,2.40029387921883,0.0163819139160008,0.135560337654907
"gene-SYNCRIP|SYNCRIP",1670.07752888271,0.428399728741817,0.179081812067468,2.3922012168406,0.0167476578601457,0.137441522769626
"gene-CDK8|CDK8",102.767648135584,0.758428694501903,0.31883364727199,2.37875989874715,0.017370986500482,0.141388439303103
"gene-SF3B1|SF3B1",228.241960473317,-0.532359898232266,0.227051067722186,-2.34467031392096,0.01904391061951,0.152504864880431
"gene-ASXL1|ASXL1",87.8889209729554,-0.638580798866891,0.272208809273202,-2.34592260467949,0.0189800482072755,0.152504864880431
"gene-LOC128409932|LOC128409932",384.472490268816,0.424798898818149,0.181468024701139,2.3409022031168,0.0192372054453257,0.152508000187769
"gene-ZNF326|ZNF326",832.839519960394,0.568639808586771,0.243452181704105,2.33573511071633,0.0195050513835313,0.152508000187769
"gene-ELOC|ELOC",438.792425236094,0.539732081204252,0.230964418008536,2.33686247370062,0.0194463361385898,0.152508000187769
"gene-SRSF4|SRSF4",133.896804807388,0.557687161213514,0.239661756372869,2.32697602510205,0.0199665413118931,0.154741337434136
"gene-RBFOX2|RBFOX2",144.390781063365,-0.808626532987409,0.347881337166047,-2.32443205943365,0.0201023489718062,0.154741337434136
"gene-RYR1|RYR1",978.118792510861,-0.498441405845449,0.215161595948497,-2.31659094945903,0.0205260248568111,0.156787251406257
"gene-SNX12|SNX12",55.2886419110436,-8.49796094347002,3.67672063426193,-2.31128818009201,0.0208169424608571,0.157795602012451
"gene-GRAMD4|GRAMD4",36.9720204978061,1.0303076026036,0.446486961141617,2.30758721367634,0.0210221063544375,0.158143572802701
"gene-EIF4B|EIF4B",244.476465330462,-0.488230914097582,0.211937832136844,-2.30365154335608,0.0212422119845668,0.158597868426127
"gene-WDR26|WDR26",705.134822230655,0.524530012987926,0.228337197193361,2.29717286292055,0.0216089105391251,0.160131702726502
"gene-SIX2|SIX2",92.4999712109127,-1.07201993565065,0.46791111332779,-2.29107602943308,0.0219590167533303,0.160333114971008
"gene-ZNF462|ZNF462",32.568261352256,-1.06066885861679,0.462907881554489,-2.29131734602349,0.0219450660872993,0.160333114971008
"gene-NFATC1|NFATC1",60.8345106184612,-0.724562276784992,0.317687756610286,-2.28073717576037,0.0225640039207244,0.163547853235616
"gene-FAR1|FAR1",376.246467903083,0.753623573554685,0.331910950395763,2.27055953609268,0.0231736553494544,0.166749563492813
"gene-MYOT|MYOT",1019.65759758854,0.979567432374083,0.432961221487827,2.26248306720842,0.0236675738489617,0.169078423251935
"gene-HIBADH|HIBADH",322.328420385638,0.736737298690533,0.327392190962246,2.25032031620904,0.0244286191860477,0.173268706083895
"gene-AKAP8L|AKAP8L",1074.42193475806,-0.341119406011984,0.154062049263314,-2.21416895103714,0.0268171588781369,0.188088575993215
"gene-SAR1B|SAR1B",179.214604757563,-0.740421342194885,0.335815871701291,-2.20484320304399,0.0274650992135108,0.188088575993215
"gene-ANK3|ANK3",151.007150356239,-0.732091067987709,0.331631359781106,-2.20754475231452,0.0272760240585818,0.188088575993215
"gene-ZRANB1|ZRANB1",320.54031719076,0.478627270524438,0.21645182385307,2.21124156869815,0.0270191132233398,0.188088575993215
"gene-PKM|PKM",1304.41193010518,-0.593491994362047,0.269040135091145,-2.20596081012591,0.0273867438056891,0.188088575993215
"gene-STXBP5|STXBP5",68.9897877343944,-0.71500928703988,0.325501739800034,-2.19663737428602,0.0280463547755374,0.190753632137731
"gene-CSDE1|CSDE1",21618.9058450131,-0.261265264187276,0.119398340200634,-2.18818170963057,0.0286563688666129,0.192268745165855
"gene-LOC128399614|LOC128399614",37.7501598303934,-0.761927416329442,0.34794618909471,-2.18978520302761,0.0285398183650595,0.192268745165855
"gene-AKIRIN2|AKIRIN2",781.435000104379,0.499155623235948,0.228446451196299,2.18500055755751,0.0288888057098754,0.192527409865143
"gene-LMO1|LMO1",34.9930531788086,-1.74449946584065,0.806693261550017,-2.16253134740296,0.0305772435306267,0.199038561107528
"gene-SLC6A6|SLC6A6",1103.66729352644,-1.09479075852382,0.505053024525621,-2.16767488829934,0.0301834314004778,0.199038561107528
"gene-ESRRG|ESRRG",161.198177736835,0.808944029244704,0.374526965040814,2.15990864411205,0.0307797424640874,0.199038561107528
"gene-NUCKS1|NUCKS1",182.856109568748,-0.413026351166514,0.191324851622682,-2.15877000642372,0.0308680145121443,0.199038561107528
"gene-ANK1|ANK1",246.900343561125,0.733881084230546,0.339125146010931,2.16404207373903,0.0304611205122236,0.199038561107528
"gene-LOC128402262|LOC128402262",114.955216160145,1.07266985815686,0.502623475916531,2.13414197615988,0.0328311606956364,0.210331242392045
"gene-STRN3|STRN3",477.893240686105,0.592274269745328,0.278207540159847,2.12889366479798,0.0332630590471134,0.211732164319126
"gene-TLK1|TLK1",46.8238125861437,-0.710646861891187,0.334822310758801,-2.12245970192566,0.0337991532902103,0.213774262529802
"gene-LOC128407665|LOC128407665",296.500624786709,0.357235911526703,0.169397199881533,2.10886550531257,0.0349561924209832,0.219693032114154
"gene-NR2F1|NR2F1",32.6751772012573,-1.14881317160827,0.547342148515701,-2.09889403679885,0.0358262426478474,0.222346618433203
"gene-LOC128402250|LOC128402250",109.591504356948,1.04386788762358,0.497264192660209,2.09922190865829,0.0357973435801271,0.222346618433203
"gene-ZBTB18|ZBTB18",664.223570247879,-0.470195021565788,0.22470090410232,-2.09253729282584,0.0363904793543554,0.224445627322205
"gene-SOX6|SOX6",111.879163967674,-0.584793876390788,0.281260426753523,-2.07919003444897,0.0375998872614637,0.229059435893457
"gene-RPS6KA6|RPS6KA6",101.191104174772,0.702493778769657,0.337752358252114,2.07990784255393,0.0375339865593972,0.229059435893457
"gene-PKNOX1|PKNOX1",42.9906400926881,-1.24881838662749,0.603357511395959,-2.06978178449815,0.0384727839205507,0.230141412247631
"gene-WWP1|WWP1",113.378682006227,-0.655287439018435,0.316382042750631,-2.07119036630953,0.0383410095304302,0.230141412247631
"gene-MPP7|MPP7",63.5492634431768,-0.671442950307068,0.32396611608517,-2.07257153439635,0.0382121724797704,0.230141412247631
"gene-NEXN|NEXN",323.490490857061,0.931648265426733,0.450980333813118,2.06582902972616,0.0388446259843914,0.230974332949106
"gene-INPP4A|INPP4A",28.5560300114436,-0.700356275995784,0.339569459119383,-2.06248311556652,0.0391617634257436,0.231473994534306
"gene-ZFAND5|ZFAND5",6885.85585992541,-0.634674726135023,0.308325998621559,-2.05845348420983,0.0395466221095205,0.232365655353573
"gene-LDB3|LDB3",7331.98309396002,0.636657752713686,0.310684041765391,2.04921292093416,0.040441299153606,0.236224765056063
"gene-ACVR2A|ACVR2A",61.9143677294476,-0.615998135587088,0.30216916558537,-2.03858700934545,0.0414912628304812,0.240940491173496
"gene-LOC128402219|LOC128402219",110.015413350733,1.00383912314912,0.49991441754631,2.00802194918919,0.0446409592997418,0.257723677817695
"gene-CNBP|CNBP",18953.1111675691,0.425372529632324,0.212447899064878,2.00224399254908,0.0452584963766629,0.259778537005932
"gene-KMT2C|KMT2C",117.704491866425,-0.631256913679379,0.317130435115648,-1.99052769390985,0.0465328364110163,0.265558083655972
"gene-USP9X|USP9X",2100.18539621414,0.245196838089008,0.123778698815378,1.98092919408316,0.0475992146001465,0.268917377877456
"gene-YWHAG|YWHAG",1119.58998055286,0.444558751569716,0.22448381582527,1.98035992009216,0.0476631002078874,0.268917377877456
"gene-ZBTB10|ZBTB10",66.3528898239481,0.797483165480909,0.403190951621265,1.97792922255363,0.0479366917566917,0.26893296561805
"gene-LOC128402224|LOC128402224",107.238795797632,1.00408087990611,0.508529620203153,1.97447865378027,0.0483273423137369,0.269601409649105
"gene-LOC128407183|LOC128407183",49.5913753468733,1.13729178146046,0.58182130008833,1.95470977306572,0.0506173359066814,0.279289246980473
"gene-GNB1|GNB1",174.946552112161,-0.357062088668082,0.182897077924573,-1.95225693444558,0.050907707657065,0.279289246980473
"gene-KPNB1|KPNB1",383.04536780467,0.386374511931865,0.197835489826979,1.95300909998391,0.0508185169106742,0.279289246980473
"gene-TUBA1A|TUBA1A",103.383254952268,0.899792200610509,0.46490228531466,1.93544370297406,0.0529358707582097,0.284136863042715
"gene-WAPL|WAPL",177.215438268655,0.36084180610775,0.186020366877015,1.93979730373458,0.0524043284703745,0.284136863042715
"gene-BEND5|BEND5",77.0600466371007,-0.652347331767018,0.336685781473607,-1.93755533397289,0.0526774963109093,0.284136863042715
"gene-YTHDF1|YTHDF1",141.381390415227,0.506434821762625,0.260888968328568,1.94118910050965,0.052235344683926,0.284136863042715
"gene-ARGLU1|ARGLU1",1165.0933820286,-0.287045287142643,0.148527755273066,-1.93260368484607,0.0532850381564295,0.28447334886739
"gene-SELENOT|SELENOT",685.315773272468,0.449563256757853,0.233174962348566,1.92800827425808,0.0538540970001945,0.285973894765739
"gene-LARGE1|LARGE1",70.9687296432479,0.521930655152106,0.271257324121315,1.92411636014916,0.0543399998503339,0.287019254528625
"gene-CCAR1|CCAR1",93.2197399486825,-0.363043605633993,0.18911607315874,-1.91968667480348,0.0548974883979375,0.287030164375549
"gene-EIF5A2|EIF5A2",317.140000063721,0.380247977761883,0.198096663679585,1.91950722793051,0.0549201724384232,0.287030164375549
"gene-SMARCE1|SMARCE1",257.277265300589,-0.387137335164244,0.202691818656088,-1.90998007581702,0.0561357787130856,0.291847268387927
"gene-LOC128402221|LOC128402221",111.511913231688,0.984543172975082,0.517751329986177,1.90157536244546,0.0572266914299978,0.29596929473952
"gene-LOC128402225|LOC128402225",106.015077452789,0.96836884937369,0.511074671891647,1.89476979125077,0.0581229069807685,0.299046873740431
"gene-UBALD2|UBALD2",172.394718110024,0.827873988051557,0.439911789807306,1.88190907184868,0.0598483624981457,0.301672202845983
"gene-ARF4|ARF4",88.1477958067119,0.45043246921391,0.238700190188229,1.88702182792027,0.0591573898108661,0.301672202845983
"gene-PTP4A1|PTP4A1",62.9844898956676,0.636611574941119,0.338247593532595,1.8820875214291,0.0598241333602262,0.301672202845983
"gene-ITSN1|ITSN1",177.855362713911,0.375209216824945,0.19930925177221,1.8825479173128,0.0597616603012398,0.301672202845983
"gene-PAPOLA|PAPOLA",684.635839678593,0.27588070763712,0.146848489110881,1.87867583321753,0.060288769579588,0.302357314103691
"gene-ETF1|ETF1",957.945918441031,0.367133133917599,0.196317906985224,1.87009498805033,0.0614706283606131,0.303683253542731
"gene-HS6ST1|HS6ST1",31.0929059910883,-1.12210417367547,0.599200255653784,-1.87266971782438,0.0611140074835418,0.303683253542731
"gene-SF1|SF1",675.494161826176,-0.475165825655059,0.253794337476112,-1.87224754649927,0.0611723638941061,0.303683253542731
"gene-DYRK1B|DYRK1B",367.679334660838,-0.448219304154471,0.242198430967539,-1.85062843868937,0.0642230255191969,0.314307816205557
"gene-LOC128402222|LOC128402222",108.991192308186,0.941734668266364,0.508932570750018,1.8504114737214,0.0642542665556174,0.314307816205557
"gene-MGMT|MGMT",54.1887565403063,1.17645600252713,0.638163972540462,1.84350112690283,0.0652558773362487,0.316093103389731
"gene-LOC128402220|LOC128402220",109.19799020628,0.923856694444785,0.50112148846287,1.84357828533477,0.0652446230372422,0.316093103389731
"gene-ZFHX4|ZFHX4",162.95272188768,-0.569047751371814,0.309634167111103,-1.83780671455301,0.0660908918691318,0.31858376517499
"gene-GPHN|GPHN",569.042222050856,-0.316318049371333,0.172496255115742,-1.83376763257318,0.0666884942976319,0.319421517425614
"gene-CNOT3|CNOT3",62.6249871072295,-0.630450966518855,0.344077912072859,-1.83229130495699,0.0669080318474599,0.319421517425614
"gene-LOC128402218|LOC128402218",110.382859398947,0.929976092198689,0.511235626603267,1.81907528310889,0.0688999453814445,0.327357156764471
"gene-PPP2R2D|PPP2R2D",1381.93629547009,0.502444296110558,0.276571959151608,1.81668560201048,0.0692652675976953,0.327525765354816
